"text","text","best_surface2_id"
"base","bottom","256627"
"base","core","403808"
"base","second","403914"
"base","home plate","404899"
"base","belong","407672"
"base","fort","411011"
"base","own","417293"
"base","origin","423302"
"base","acid","503302"
"basement","house","1450"
"basement","cellar","5241"
"basement","underground","30032"
"basement","downstairs","31283"
"basement","attic","107399"
"basement","underground room","495783"
"basement","furnace room","498016"
"basement","room","498961"
"basement","underground storage","499511"
"basin","wash","42393"
"basin","bowl","137201"
"basket","wicker","60009"
"basket","container","65247"
"basket","easter bunny","443477"
"bass","music","569"
"bass","fish","695"
"bass","guitar","76466"
"bass","treble","422411"
"bass","low guitar","488010"
"bass","giant violin","498043"
"bass","sport fish","504897"
"bass","big guitar","508592"
"bass","deep guitar","508928"
"bat","black","2361"
"bat","baseball","2438"
"bat","mammal","5517"
"bat","dark","7867"
"bat","bird","10891"
"bat","rabies","21601"
"bat","radar","21732"
"bat","vampire","22660"
"bat","rat","23739"
"bat","club","27328"
"bat","cricket","28396"
"bat","hit","41793"
"bat","bowl","53655"
"bat","squirrel","53866"
"bat","upside down","60458"
"bat","pointy ear","96754"
"bat","rodent","163597"
"bat","stick","164664"
"bat","sonar","170598"
"bat","mouse","227663"
"bat","superhero","272335"
"bat","fly mammal","291038"
"bat","thick stick","405975"
"bat","blind","409190"
"bat","echolocation","412961"
"bat","fly mouse","414429"
"bat","fly rat","414433"
"bat","fly rodent","414434"
"bat","cat","453799"
"bat","long stick","454963"
"bat","wing mouse","475102"
"bat","wood stick","475487"
"bat","wooden stick","475532"
"bat","rat sit","498890"
"bat","rat wing","498892"
"bat","tab backwards","499334"
"bat","wing rat","499628"
"bat","baseball hit","503416"
"bat","fly squirrel","503952"
"bat","guano","504060"
"bat","cat hat","508761"
"bat","cat rat","508762"
"bath","clean","353"
"bath","water","1843"
"bath","shower","42218"
"bath","small pool","427456"
"baton","stick","164664"
"baton","relay race","504702"
"battle","fight","1895"
"battle","war","2794"
"battle","paddle","85266"
"battle","small war","427490"
"bawl","cry","1991"
"bay","inlet","498261"
"bayonet","knife","47587"
"bayonet","rifle","144168"
"bayonet","revolution weapon","498936"
"beach","water","1843"
"beach","sand","6572"
"beach","resort","21610"
"beach","sandy coast","465811"
"beak","bird","1026"
"beak","mountain","156479"
"beak","bird mouth","409039"
"beam","sun","35058"
"beam","straight light","499287"
"beam","balance rod","503402"
"bean","jack","78175"
"bean","bake","90123"
"bean","kidney","274316"
"bean","pea","330403"
"bean","pinto","498768"
"bean","red kidney","498916"
"bear","dog","1580"
"bear","furry","1910"
"bear","black","2361"
"bear","animal","7158"
"bear","cute","7491"
"bear","big","7589"
"bear","scary","8150"
"bear","koala","12845"
"bear","brown","16603"
"bear","mountain","22958"
"bear","wood","24137"
"bear","cave","35697"
"bear","honey","43178"
"bear","toy","68605"
"bear","huge","71902"
"bear","chicago","76780"
"bear","polar","86372"
"bear","giant","90981"
"bear","cub","107206"
"bear","stuff animal","122982"
"bear","pub","259679"
"bear","panda","327811"
"bear","grizzly","403464"
"bear","sound like","405822"
"bear","big animal","408852"
"bear","brown black","409731"
"bear","brown fur","409737"
"bear","eat salmon","412947"
"bear","furry animal","415128"
"bear","grizzly polar","416018"
"bear","hibernation","416703"
"bear","like honey","419315"
"bear","big brown","436985"
"bear","black animal","437402"
"bear","cuddly toy","441724"
"bear","grizzly adam","448612"
"bear","beer","453738"
"bear","horse","454015"
"bear","lion tiger","454563"
"bear","smoky","467987"
"bear","homonym beer","498206"
"bear","homonym boor","498207"
"bear","kola","498331"
"bear","stuff toy","499299"
"bear","pooh","499381"
"bear","yogi","499685"
"bear","bring yawn","503539"
"bear","drill hole","503816"
"bear","growl","504059"
"bear","brown hairy","508690"
"bear","california flag","508730"
"bear","cub mother","508893"
"bear","dance omnivore","508905"
"bear","eat ant","508987"
"bear","eat honey","508988"
"beard","scruffy","499021"
"beast","animal","2252"
"beast","wild","21249"
"beast","beauty","499751"
"beat","tap","143750"
"beat","punch","211905"
"beat","half note","498129"
"beat","drum sound","508973"
"beautiful","gorgeous","25463"
"beautiful","pretty","454208"
"beauty","woman","9327"
"beauty","attractive","20417"
"beauty","wonderful","22441"
"beauty","lovely","25221"
"beauty","ugly","27384"
"beauty","look good","28313"
"beauty","skin deep","34029"
"beauty","good look","46084"
"beauty","look","73160"
"beauty","appearance","73274"
"beauty","pretty","87081"
"beauty","ugliness","89255"
"beauty","girl","112809"
"beauty","physical attractiveness","168365"
"beauty","noun","186560"
"beauty","beast","407350"
"beauty","and the","407435"
"beauty","belle","408449"
"beauty","loveliness","419825"
"beauty","prettiness","424744"
"beauty","pageant","461622"
"beauty","gorgeous woman","498071"
"beauty","pretty look","504635"
"beauty","build tee","508708"
"beauty","describe woman","508936"
"beaver","dam","158482"
"beaver","build dam","438443"
"beaver","dam builder","482210"
"beaver","leave","487441"
"beaver","otter","503344"
"become","change","15896"
"become","turn","430414"
"become","chang","503613"
"become","grow","504056"
"bed","cover","1795"
"bed","heaven","2557"
"bed","soft","3293"
"bed","rectangular","6112"
"bed","flat","6173"
"bed","furniture","6445"
"bed","nice","7505"
"bed","night","10137"
"bed","nighttime","20842"
"bed","comfortable","20902"
"bed","room","21757"
"bed","object","23823"
"bed","lie down","25394"
"bed","box","33797"
"bed","coffin","39421"
"bed","table","41948"
"bed","comfy","47225"
"bed","lay down","52162"
"bed","square","52701"
"bed","couch","69487"
"bed","rectangle","167490"
"bed","sofa","275643"
"bed","futon","326222"
"bed","before","403815"
"bed","platform","404204"
"bed","cot","404455"
"bed","feed wed","404619"
"bed","pillow","404853"
"bed","king size","405014"
"bed","red","405082"
"bed","night time","405278"
"bed","big square","408953"
"bed","four poster","414820"
"bed","sheet","416454"
"bed","lie","418931"
"bed","mattress","420486"
"bed","mattress pillow","420488"
"bed","place sleep","424231"
"bed","rest place","425546"
"bed","sleep furniture","427241"
"bed","sleep area","427259"
"bed","sleep place","427270"
"bed","sleep room","467614"
"bed","feed red","497901"
"bed","flat mattress","497941"
"bed","flip","497947"
"bed","lead feed","498360"
"bed","red lead","498917"
"bed","soft place","499191"
"bed","sound red","499227"
"bed","wed feed","499570"
"bed","sleep","499698"
"bed","breakfast","503350"
"bed","pancake","508391"
"bed","big rectangle","508598"
"bed","deb","508925"
"bedroom","sleep","1888"
"beehive","home","1124"
"beer","wine","11436"
"beetle","insect bug","451731"
"beg","vagrant","36135"
"beg","borrow steal","503521"
"beggar","homeless person","1514"
"beggar","person","6034"
"beggar","ask money","404123"
"beggar","awful","407986"
"beggar","poor","473722"
"beggar","pleader","504604"
"begin","be","35897"
"begin","end","94112"
"begin","newness","421787"
"begin","start","429994"
"begin","commence","440639"
"behaviour","beehive","508549"
"believe","live","16132"
"believe","faith","35528"
"believe","verb","277069"
"believe","think true","470932"
"believe","begin","479610"
"bell","freedom","3985"
"bell","metal","7446"
"bell","cow","9521"
"bell","sound","10335"
"bell","phone","18032"
"bell","curve","18096"
"bell","knob","35991"
"bell","telephone","38161"
"bell","pear","61779"
"bell","bike","65310"
"bell","church","78191"
"bell","instrument","82268"
"bell","ring","82521"
"bell","mushroom","244680"
"bell","philadelphia","281600"
"bell","gong","294309"
"bell","circle","296565"
"bell","church steeple","404383"
"bell","church tower","410736"
"bell","d","412360"
"bell","ring sound","425642"
"bell","for whom","446578"
"bell","liberty","470696"
"bell","chime","481048"
"bell","taco","497618"
"bell","metal dome","498496"
"bell","sound tell","499231"
"bell","angel wing","503359"
"bell","cat collar","503593"
"bell","church chime","503639"
"bell","death knell","503753"
"bell","dingdong","503782"
"bell","doorbell","503808"
"bell","school end","504766"
"bell","tinker","505015"
"belly","slang stomach","467511"
"belly","sometimes round","468377"
"belly","six pack","499112"
"belong","togetherness","430062"
"belt","snake","83152"
"belt","buckle","406288"
"belt","suspender","499321"
"bench","seat","2718"
"bench","many sit","498462"
"benefit","good","286030"
"benefit","noun","508720"
"bequest","will","505152"
"bereavement","beaver","12624"
"bereavement","type","188950"
"berry","fruit","5566"
"berry","small","9459"
"berth","ship bed","466810"
"best","good","3086"
"best","win","10672"
"best","success","21312"
"best","good better","404783"
"best","better","499378"
"best","cant better","508743"
"bet","gamble","55686"
"betrayal","traitor","402811"
"better","good","3086"
"better","worse","28178"
"better","superior","62989"
"better","improvement","81918"
"better","get well","163043"
"better","improve","177845"
"better","good best","448133"
"beverage","general","405225"
"bib","eat","1071"
"bid","auction","126517"
"big","large","8606"
"big","tall","15478"
"big","size","21904"
"big","little","41860"
"big","huge","71902"
"big","large huge","452988"
"bill","paper","153"
"bill","money","1416"
"bill","charge","5478"
"bill","duck","8972"
"bill","buy","21556"
"bill","ticket","24039"
"bill","pay","35227"
"bill","payment","76080"
"bill","william","105918"
"bill","paper money","134200"
"bill","receipt","403986"
"bill","post","404314"
"bill","beak","405269"
"bill","cash","453797"
"bill","green rectangle","498094"
"bill","pay debt","504555"
"bill","pay restaurant","504557"
"bill","restaurant charge","504712"
"bill","telephone utility","504969"
"bill","utility","505084"
"bin","garbage","930"
"biology","life","3713"
"biology","school subject","426258"
"bird","chicken","195"
"bird","flight","3377"
"bird","airplane","4963"
"bird","bat","6301"
"bird","animal","7158"
"bird","dinosaur","7659"
"bird","wing","11788"
"bird","duck","56314"
"bird","sparrow","61786"
"bird","nest","87236"
"bird","eagle","225205"
"bird","feather","234349"
"bird","creature","274428"
"bird","robin","302614"
"bird","generic term","404749"
"bird","lay egg","405053"
"bird","avian","407974"
"bird","beak wing","408431"
"bird","fly animal","414420"
"bird","fly","417942"
"bird","nest egg","421740"
"bird","wing animal","431994"
"bird","feather animal","445065"
"bird","feathery","445073"
"bird","go tweet","448025"
"bird","canary","453790"
"bird","build nest","480372"
"bird","chirp","498282"
"bird","robin sparrow","504727"
"birth","born","21682"
"birthday","child","182"
"birthday","person","1133"
"birthday","fun","1555"
"birthday","party","1921"
"birthday","everyone","2991"
"birthday","candle","6689"
"birthday","date","16046"
"birthday","celebrate","16253"
"birthday","get old","21399"
"birthday","present","21973"
"birthday","grow up","24266"
"birthday","age","32091"
"birthday","celebration","36089"
"birthday","every person","44254"
"birthday","gift","74105"
"birthday","give birth","76898"
"birthday","individual","134905"
"birthday","childbirth","167298"
"birthday","year","182156"
"birthday","annual","199228"
"birthday","holiday","203540"
"birthday","anniversary","276756"
"birthday","special day","289935"
"birthday","Sunday","296623"
"birthday","born date","404277"
"birthday","day birth","404483"
"birthday","day born","404484"
"birthday","birth","406276"
"birthday","age celebration","406916"
"birthday","annual event","407552"
"birthday","annual party","407555"
"birthday","another year","407564"
"birthday","balloon cake","408173"
"birthday","balloon present","408177"
"birthday","cake balloon","409997"
"birthday","cake gift","410006"
"birthday","cake present","410012"
"birthday","cake candle","410016"
"birthday","candle cake","410125"
"birthday","celebrate age","410389"
"birthday","celebrate birth","410390"
"birthday","celebrate yearly","410392"
"birthday","date birth","412052"
"birthday","date born","412053"
"birthday","every year","413329"
"birthday","cake","416392"
"birthday","how old","417141"
"birthday","December","417444"
